Ambient light color: Red=0.039216 Green=0.039216 Blue=0.039216

Named object: "Object01"
Tri-mesh, Vertices: 512     Faces: 1024
Vertex list:
Vertex 0:  X: -99.192619     Y: 226.066895     Z: -0.00002
Smoothing:  9
Face 657:    A:328 B:344 C:345 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  9
Face 658:    A:329 B:346 C:330 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  10
Face 659:    A:329 B:345 C:346 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  10
Face 660:    A:330 B:347 C:331 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  11

                                     Page 41



Face 661:    A:330 B:346 C:347 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  11
Face 662:    A:331 B:348 C:332 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  12
Face 663:    A:331 B:347 C:348 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  12
Face 664:    A:332 B:349 C:333 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  13
Face 665:    A:332 B:348 C:349 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  13
Face 666:    A:333 B:350 C:334 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  14
Face 667:    A:333 B:349 C:350 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  14
Face 668:    A:334 B:351 C:335 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  15
Face 669:    A:334 B:350 C:351 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  15
Face 670:    A:335 B:336 C:320 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  16
Face 671:    A:335 B:351 C:336 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  16
Face 672:    A:336 B:353 C:337 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  17
Face 673:    A:336 B:352 C:353 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  17
Face 674:    A:337 B:354 C:338 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  18
Face 675:    A:337 B:353 C:354 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  18
Face 676:    A:338 B:355 C:339 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  19
Face 677:    A:338 B:354 C:355 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  19
Face 678:    A:339 B:356 C:340 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  20
Face 679:    A:339 B:355 C:356 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  20
Face 680:    A:340 B:357 C:341 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  21
Face 681:    A:340 B:356 C:357 AB:1 BC:1 CA:0

                                     Page 42



Material:"BLUE PLASTIC"
Smoothing:  21
Face 682:    A:341 B:358 C:342 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  22
Face 683:    A:341 B:357 C:358 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  22
Face 684:    A:342 B:359 C:343 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  23
Face 685:    A:342 B:358 C:359 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  23
Face 686:    A:343 B:360 C:344 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  24
Face 687:    A:343 B:359 C:360 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  24
Face 688:    A:344 B:361 C:345 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  25
Face 689:    A:344 B:360 C:361 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  25
Face 690:    A:345 B:362 C:346 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  26
Face 691:    A:345 B:361 C:362 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  26
Face 692:    A:346 B:363 C:347 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  27
Face 693:    A:346 B:362 C:363 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  27
Face 694:    A:347 B:364 C:348 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  28
Face 695:    A:347 B:363 C:364 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  28
Face 696:    A:348 B:365 C:349 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  29
Face 697:    A:348 B:364 C:365 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  29
Face 698:    A:349 B:366 C:350 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  30
Face 699:    A:349 B:365 C:366 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  30
Face 700:    A:350 B:367 C:351 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  31
Face 701:    A:350 B:366 C:367 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"

                                     Page 43



Smoothing:  31
Face 702:    A:351 B:352 C:336 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  32
Face 703:    A:351 B:367 C:352 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  32
Face 704:    A:352 B:369 C:353 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  1
Face 705:    A:352 B:368 C:369 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  1
Face 706:    A:353 B:370 C:354 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  2
Face 707:    A:353 B:369 C:370 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  2
Face 708:    A:354 B:371 C:355 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  3
Face 709:    A:354 B:370 C:371 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  3
Face 710:    A:355 B:372 C:356 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  4
Face 711:    A:355 B:371 C:372 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  4
Face 712:    A:356 B:373 C:357 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  5
Face 713:    A:356 B:372 C:373 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  5
Face 714:    A:357 B:374 C:358 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  6
Face 715:    A:357 B:373 C:374 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  6
Face 716:    A:358 B:375 C:359 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  7
Face 717:    A:358 B:374 C:375 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  7
Face 718:    A:359 B:376 C:360 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  8
Face 719:    A:359 B:375 C:376 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  8
Face 720:    A:360 B:377 C:361 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  9
Face 721:    A:360 B:376 C:377 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  9

                                     Page 44



Face 722:    A:361 B:378 C:362 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  10
Face 723:    A:361 B:377 C:378 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  10
Face 724:    A:362 B:379 C:363 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  11
Face 725:    A:362 B:378 C:379 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  11
Face 726:    A:363 B:380 C:364 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  12
Face 727:    A:363 B:379 C:380 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  12
Face 728:    A:364 B:381 C:365 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  13
Face 729:    A:364 B:380 C:381 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  13
Face 730:    A:365 B:382 C:366 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  14
Face 731:    A:365 B:381 C:382 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  14
Face 732:    A:366 B:383 C:367 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  15
Face 733:    A:366 B:382 C:383 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  15
Face 734:    A:367 B:368 C:352 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  16
Face 735:    A:367 B:383 C:368 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  16
Face 736:    A:368 B:385 C:369 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  17
Face 737:    A:368 B:384 C:385 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  17
Face 738:    A:369 B:386 C:370 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  18
Face 739:    A:369 B:385 C:386 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  18
Face 740:    A:370 B:387 C:371 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  19
Face 741:    A:370 B:386 C:387 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  19
Face 742:    A:371 B:388 C:372 AB:0 BC:1 CA:1

                                     Page 45



Material:"BLUE PLASTIC"
Smoothing:  20
Face 743:    A:371 B:387 C:388 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  20
Face 744:    A:372 B:389 C:373 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  21
Face 745:    A:372 B:388 C:389 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  21
Face 746:    A:373 B:390 C:374 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  22
Face 747:    A:373 B:389 C:390 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  22
Face 748:    A:374 B:391 C:375 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  23
Face 749:    A:374 B:390 C:391 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  23
Face 750:    A:375 B:392 C:376 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  24
Face 751:    A:375 B:391 C:392 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  24
Face 752:    A:376 B:393 C:377 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  25
Face 753:    A:376 B:392 C:393 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  25
Face 754:    A:377 B:394 C:378 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  26
Face 755:    A:377 B:393 C:394 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  26
Face 756:    A:378 B:395 C:379 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  27
Face 757:    A:378 B:394 C:395 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  27
Face 758:    A:379 B:396 C:380 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  28
Face 759:    A:379 B:395 C:396 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  28
Face 760:    A:380 B:397 C:381 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  29
Face 761:    A:380 B:396 C:397 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  29
Face 762:    A:381 B:398 C:382 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"

                                     Page 46



Smoothing:  30
Face 763:    A:381 B:397 C:398 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  30
Face 764:    A:382 B:399 C:383 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  31
Face 765:    A:382 B:398 C:399 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  31
Face 766:    A:383 B:384 C:368 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  32
Face 767:    A:383 B:399 C:384 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  32
Face 768:    A:384 B:401 C:385 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  1
Face 769:    A:384 B:400 C:401 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  1
Face 770:    A:385 B:402 C:386 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  2
Face 771:    A:385 B:401 C:402 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  2
Face 772:    A:386 B:403 C:387 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  3
Face 773:    A:386 B:402 C:403 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  3
Face 774:    A:387 B:404 C:388 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  4
Face 775:    A:387 B:403 C:404 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  4
Face 776:    A:388 B:405 C:389 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  5
Face 777:    A:388 B:404 C:405 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  5
Face 778:    A:389 B:406 C:390 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  6
Face 779:    A:389 B:405 C:406 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  6
Face 780:    A:390 B:407 C:391 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  7
Face 781:    A:390 B:406 C:407 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  7
Face 782:    A:391 B:408 C:392 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  8

                                     Page 47



Face 783:    A:391 B:407 C:408 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  8
Face 784:    A:392 B:409 C:393 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  9
Face 785:    A:392 B:408 C:409 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  9
Face 786:    A:393 B:410 C:394 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  10
Face 787:    A:393 B:409 C:410 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  10
Face 788:    A:394 B:411 C:395 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  11
Face 789:    A:394 B:410 C:411 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  11
Face 790:    A:395 B:412 C:396 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  12
Face 791:    A:395 B:411 C:412 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  12
Face 792:    A:396 B:413 C:397 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  13
Face 793:    A:396 B:412 C:413 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  13
Face 794:    A:397 B:414 C:398 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  14
Face 795:    A:397 B:413 C:414 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  14
Face 796:    A:398 B:415 C:399 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  15
Face 797:    A:398 B:414 C:415 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  15
Face 798:    A:399 B:400 C:384 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  16
Face 799:    A:399 B:415 C:400 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  16
Face 800:    A:400 B:417 C:401 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  17
Face 801:    A:400 B:416 C:417 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  17
Face 802:    A:401 B:418 C:402 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  18
Face 803:    A:401 B:417 C:418 AB:1 BC:1 CA:0

                                     Page 48



Material:"BLUE PLASTIC"
Smoothing:  18
Face 804:    A:402 B:419 C:403 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  19
Face 805:    A:402 B:418 C:419 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  19
Face 806:    A:403 B:420 C:404 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  20
Face 807:    A:403 B:419 C:420 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  20
Face 808:    A:404 B:421 C:405 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  21
Face 809:    A:404 B:420 C:421 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  21
Face 810:    A:405 B:422 C:406 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  22
Face 811:    A:405 B:421 C:422 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  22
Face 812:    A:406 B:423 C:407 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  23
Face 813:    A:406 B:422 C:423 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  23
Face 814:    A:407 B:424 C:408 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  24
Face 815:    A:407 B:423 C:424 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  24
Face 816:    A:408 B:425 C:409 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  25
Face 817:    A:408 B:424 C:425 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  25
Face 818:    A:409 B:426 C:410 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  26
Face 819:    A:409 B:425 C:426 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  26
Face 820:    A:410 B:427 C:411 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  27
Face 821:    A:410 B:426 C:427 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  27
Face 822:    A:411 B:428 C:412 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  28
Face 823:    A:411 B:427 C:428 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"

                                     Page 49



Smoothing:  28
Face 824:    A:412 B:429 C:413 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  29
Face 825:    A:412 B:428 C:429 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  29
Face 826:    A:413 B:430 C:414 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  30
Face 827:    A:413 B:429 C:430 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  30
Face 828:    A:414 B:431 C:415 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  31
Face 829:    A:414 B:430 C:431 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  31
Face 830:    A:415 B:416 C:400 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  32
Face 831:    A:415 B:431 C:416 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  32
Face 832:    A:416 B:433 C:417 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  1
Face 833:    A:416 B:432 C:433 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  1
Face 834:    A:417 B:434 C:418 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  2
Face 835:    A:417 B:433 C:434 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  2
Face 836:    A:418 B:435 C:419 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  3
Face 837:    A:418 B:434 C:435 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  3
Face 838:    A:419 B:436 C:420 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  4
Face 839:    A:419 B:435 C:436 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  4
Face 840:    A:420 B:437 C:421 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  5
Face 841:    A:420 B:436 C:437 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  5
Face 842:    A:421 B:438 C:422 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  6
Face 843:    A:421 B:437 C:438 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  6

                                     Page 50



Face 844:    A:422 B:439 C:423 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  7
Face 845:    A:422 B:438 C:439 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  7
Face 846:    A:423 B:440 C:424 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  8
Face 847:    A:423 B:439 C:440 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  8
Face 848:    A:424 B:441 C:425 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  9
Face 849:    A:424 B:440 C:441 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  9
Face 850:    A:425 B:442 C:426 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  10
Face 851:    A:425 B:441 C:442 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  10
Face 852:    A:426 B:443 C:427 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  11
Face 853:    A:426 B:442 C:443 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  11
Face 854:    A:427 B:444 C:428 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  12
Face 855:    A:427 B:443 C:444 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  12
Face 856:    A:428 B:445 C:429 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  13
Face 857:    A:428 B:444 C:445 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  13
Face 858:    A:429 B:446 C:430 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  14
Face 859:    A:429 B:445 C:446 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  14
Face 860:    A:430 B:447 C:431 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  15
Face 861:    A:430 B:446 C:447 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  15
Face 862:    A:431 B:432 C:416 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  16
Face 863:    A:431 B:447 C:432 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  16
Face 864:    A:432 B:449 C:433 AB:0 BC:1 CA:1

                                     Page 51



Material:"BLUE PLASTIC"
Smoothing:  17
Face 865:    A:432 B:448 C:449 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  17
Face 866:    A:433 B:450 C:434 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  18
Face 867:    A:433 B:449 C:450 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  18
Face 868:    A:434 B:451 C:435 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  19
Face 869:    A:434 B:450 C:451 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  19
Face 870:    A:435 B:452 C:436 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  20
Face 871:    A:435 B:451 C:452 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  20
Face 872:    A:436 B:453 C:437 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  21
Face 873:    A:436 B:452 C:453 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  21
Face 874:    A:437 B:454 C:438 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  22
Face 875:    A:437 B:453 C:454 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  22
Face 876:    A:438 B:455 C:439 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  23
Face 877:    A:438 B:454 C:455 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  23
Face 878:    A:439 B:456 C:440 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  24
Face 879:    A:439 B:455 C:456 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  24
Face 880:    A:440 B:457 C:441 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  25
Face 881:    A:440 B:456 C:457 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  25
Face 882:    A:441 B:458 C:442 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  26
Face 883:    A:441 B:457 C:458 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  26
Face 884:    A:442 B:459 C:443 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"

                                     Page 52



Smoothing:  27
Face 885:    A:442 B:458 C:459 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  27
Face 886:    A:443 B:460 C:444 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  28
Face 887:    A:443 B:459 C:460 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  28
Face 888:    A:444 B:461 C:445 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  29
Face 889:    A:444 B:460 C:461 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  29
Face 890:    A:445 B:462 C:446 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  30
Face 891:    A:445 B:461 C:462 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
Smoothing:  30
Face 892:    A:446 B:463 C:447 AB:0 BC:1 CA:1
Material:"BLUE PLASTIC"
Smoothing:  31
Face 893:    A:446 B:462 C:463 AB:1 BC:1 CA:0
Material:"BLUE PLASTIC"
